<<<<<<< HEAD
molecular_weight	isoelectric_point	aromaticity	instability_index	gravy	sequence_length	sequence_complexity	auto_correlation
49955.750000000386	5.36164493560791	0.026970954356846474	41.65041493775932	0.07946058091286282	482	3.831268623409464	-0.34671170342633106
47065.86000000052	5.841707038879394	0.06937799043062201	37.127511961722476	-0.5184210526315789	418	4.067520317415497	-0.15855799924088412
70754.84600000094	7.702217674255372	0.06901840490797545	28.949999999999978	-0.2283742331288345	652	4.094582042274128	0.00789399440232652
88279.0180000004	5.673349952697754	0.1409921671018277	43.348328981723384	-0.3395561357702351	766	4.211580148808494	-0.31470268778463656
166570.09800001266	6.382757377624511	0.05426917510853835	62.8579594790162	-1.4887120115774244	1382	3.9269141073826113	0.06126704480467865
175491.75200001505	5.250297355651854	0.05065666041275797	61.36224515322121	-0.6499061913696081	1599	4.042688250713476	-0.18542109144998883
63973.09900000123	5.787823677062988	0.10218978102189781	53.44908759124095	-0.8423357664233563	548	4.1946300704945045	0.10769255602078888
95338.70800000014	6.406345558166504	0.07342657342657342	35.58114219114234	-0.20944055944055937	858	4.159602774251137	-0.19943974851043614
35608.81900000007	9.528572273254394	0.038348082595870206	40.37522123893804	0.06961651917404109	339	3.9239493682701925	-0.37580756050680086
98656.07400000017	4.524008750915528	0.06473214285714285	52.36774553571457	-0.5444196428571424	896	4.038690998337544	-0.05424242457062145
36842.686000000016	6.539632987976075	0.07692307692307693	24.407396449704148	-0.09822485207100584	338	4.094652383146402	-0.32386645191330565
26559.766999999898	5.369886589050293	0.1288888888888889	41.50666666666666	-0.4057777777777783	225	4.174154145392338	0.31253085593355956
83166.01800000048	6.609601783752441	0.08525033829499323	48.85481732070381	-0.2959404600811907	739	4.15568245062598	-0.124447126769723
51294.75300000053	9.446181678771975	0.0759493670886076	31.29725738396623	-0.07236286919831218	474	4.090082875911302	-0.12720150532388294
56016.91500000083	8.669273185729981	0.08961303462321793	45.63953156822815	-0.4063136456211814	491	4.173834798618424	-0.07445576509937857
95401.79800000042	7.532951164245606	0.031363088057901084	58.541013268998995	-0.9209891435464417	829	3.9846737662253284	0.13073643445567043
81628.02300000092	6.71071834564209	0.016736401673640166	98.67114365411474	-1.4136680613668007	717	3.813921803844671	0.14165754226361707
