molecular_weight	isoelectric_point	aromaticity	instability_index	gravy	sequence_length	sequence_complexity	auto_correlation
47095.14400000036	4.662980079650879	0.08275862068965517	27.94809195402299	-0.17954022988505758	435	4.026082075968928	-0.4206189511617239
47269.773000000314	5.66829128265381	0.0684931506849315	38.655730593607295	-0.24155251141552547	438	4.044750456849347	-0.3802372687917774
76776.28800000074	4.8824354171752935	0.07215007215007214	38.921212121212214	-0.29884559884559886	693	4.090715985436579	-0.26970846638977236
47062.11400000039	4.710270118713378	0.08525345622119815	28.621705069124413	-0.2039170506912443	434	4.03707999432849	-0.42620210082593774
68877.91600000093	4.811159324645996	0.040498442367601244	38.1161993769471	-0.3718068535825547	642	3.9547864715294225	-0.2516816993100653
46623.501000000346	4.720330619812012	0.0787037037037037	35.715532407407395	-0.29328703703703735	432	4.03163681471914	-0.5504792437763595
47291.294000000365	5.240577888488769	0.07390300230946882	33.889399538106225	-0.21293302540415726	433	4.041616742955782	-0.21088038660811512
43369.88000000029	5.231824684143065	0.0579345088161209	29.139571788413097	-0.15188916876574318	397	4.081598510519456	-0.28575883586004514
64100.52200000093	8.042576026916507	0.10309278350515463	34.523573883161504	0.027491408934707848	582	4.1150462408271595	-0.12332503327029845
53255.99500000059	4.808601570129395	0.100418410041841	48.398158995815905	-0.36066945606694506	478	4.128341349786509	-0.3171196806588979
46857.771000000364	4.669061851501465	0.08564814814814814	30.827824074074062	-0.23287037037037062	432	4.027570066418405	-0.3754858349102692
14035.296999999986	5.251036262512206	0.07086614173228346	15.057480314960616	-0.07322834645669281	127	4.074886799070344	-0.094411080225109
50429.064000000646	5.15998020172119	0.09662921348314607	34.76092134831461	-0.5069662921348308	445	4.175321176476598	0.03654599982503948
46418.402000000366	4.658660316467285	0.06960556844547564	30.536264501160083	-0.16821345707656624	431	4.024644403769945	-0.3792877354815009
36281.00900000008	4.893916893005371	0.05952380952380952	30.084255952380943	-0.21815476190476193	336	4.044976812484	-0.26651219908123835
30696.807999999943	4.985711860656737	0.06360424028268552	30.156183745583043	-0.24770318021201432	283	4.07250814000664	-0.17804530018895445
46182.49500000034	4.807066917419434	0.06542056074766356	38.95191588785045	-0.1876168224299066	428	4.055742465972185	-0.39108875084076594
49276.655000000435	5.99613857269287	0.06607929515418502	25.39077092511013	-0.2198237885462559	454	4.058655268285394	-0.22813684769312495
